,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,"Is It Wrong to Commute Death Row - Retribution, Atonement, and Mercy [article]","Garvey, Stephen P. (Cited 1033 times)","North Carolina Law Review, Vol. 82, Issue 4 (May 2004), pp. 1319-1344",28,na,22," Death, Clemency, Deeds, Jurisprudence, Politics"
0,Politicizing Who Dies [notes],"Garvey, Stephen P. (Cited 1033 times)","Yale Law Journal, Vol. 101, Issue 1 (October 1991), pp. 187-210",27,na,3," Constitutional Law, Law and Society, Mentally Retarded, Psychiatry and Psychology, Eighth Amendment, Law Enforcement and Corrections, Sexuality and the Law"
0,Victim Characteristics and Victim Impact Evidence in South Carolina Capital Cases [article],"Eisenbert, Theodore (Cited 25 times); Garvey, Stephen P. (Cited 1033 times); Wells, Martin T. (Cited 521 times)","Cornell Law Review, Vol. 88, Issue 2 (January 2003), pp. 306-342",25,na,26," Criminal Law and Procedure, Courts, Psychiatry and Psychology"
0,The Deadly Paradox of Capital Jurors [article],"Eisenberg, Theodore (Cited 6193 times); Garvey, Stephen P. (Cited 1033 times); Wells, Martin T. (Cited 521 times)","Southern California Law Review, Vol. 74, Issue 2 (January 2001), pp. 371-398",22,na,6," Criminal Law and Procedure, Courts, Religion"
0,Passion's Puzzle [article],"Garvey, Stephen P. (Cited 1033 times)","Iowa Law Review, Vol. 90, Issue 5 (May 2005), pp. 1677-1746",21,na,20," Manslaughter, Provocation, Homicide"
0,Harmless Error in Federal Habeas Corpus after Brecht v. Abrahamson [article],"Blume, John H. (Cited 907 times); Garvey, Stephen P. (Cited 1033 times)","William and Mary Law Review, Vol. 35, Issue 1 (Fall 1993), pp. 163-196",19,na,4, Habeas Corpus
0,Death-Innocence and the Law of Habeas Corpus [article],"Garvey, Stephen P. (Cited 1033 times)","Albany Law Review, Vol. 56, Issue 2 (1992), pp. 225-272",19,1,3," Criminal Law and Procedure, Capital Punishment, Sentencing, Mentally Retarded"
0,Juror First Votes in Criminal Trials [article],"Garvey, Stephen P. (Cited 1033 times); Hannaford-Agor, Paula (Cited 69 times); Hans, Valerie P. (Cited 1020 times); Mott, Nicole L. (Cited 75 times)","Journal of Empirical Legal Studies, Vol. 1, Issue 2 (2004), pp. 371-398",16,na,4," Trials, Death, Race, Religion, Jury"
0,Virginia's Capital Jurors [article],"Garvey, Stephen P. (Cited 1033 times); Marcus, Paul (Cited 713 times)","William and Mary Law Review, Vol. 44, Issue 5 (April 2003), pp. 2063-2104",13,na,1," Criminal Law and Procedure, Sentencing, Evidence, Capital Punishment, Death, Proportionality Review"
0,Lifting the Veil on Punishment [comments],"Garvey, Stephen P. (Cited 1033 times)","Buffalo Criminal Law Review, Vol. 7, Issue 2 (2004), pp. 443-464",12,na,9," Punishment, Democracy, Rape"
0,What's Wrong with Involuntary Manslaughter [article],"Garvey, Stephen P. (Cited 1033 times)","Texas Law Review, Vol. 85, Issue 2 (December 2006), pp. 333-384",10,na,85," Criminal Law and Procedure, Jurisprudence, Homicide, Manslaughter, Model Penal Code"
0,Self-Defense and the Mistaken Racist [article],"Garvey, Stephen P. (Cited 1033 times)","New Criminal Law Review, Vol. 11, Issue 1 (Winter 2008), pp. 119-171",9,na,11," Criminal Law and Procedure, Evidence, Law and Society"
0,The Merciful Capital Juror [article],"Eisenberg, Theodore (Cited 6193 times); Garvey, Stephen P. (Cited 1033 times)","Ohio State Journal of Criminal Law, Vol. 2, Issue 1 (Fall 2004), pp. 165-194",9,na,2," Criminal Law and Procedure, Jurisprudence, Law and Society, President/Executive Department"
0,"Authority, Ignorance, and the Guilty Mind [article]","Garvey, Stephen P. (Cited 1033 times)","SMU Law Review, Vol. 67, Issue 3 (Summer 2014), pp. 545-576",6,na,6," Psychiatry and Psychology, Criminal Law and Procedure, International Law"
0,Did Making Over the Prisons Require Making Up the Law [article],"Garvey, Stephen P. (Cited 1033 times)","Cornell Law Review, Vol. 84, Issue 5 , pp. 1476-[i]",5,na,1," Criminal Law and Procedure, Judges"
0,When Should a Mistake of Fact Excuse [article],"Garvey, Stephen P. (Cited 1033 times)","Texas Tech Law Review , Vol. 42, Issue 2 (Winter 2009), pp. 359-382",5,na,25," Law Enforcement and Corrections, Restitution, Criminal Law and Procedure"
0,Are Attempts like Treason [article],"Garvey, Stephen P. (Cited 1033 times)","New Criminal Law Review, Vol. 14, Issue 2 (Spring 2011), pp. 173-212",5,na,10," Jurisprudence, Treason, Administration of Justice, Criminal Intent, Punishment"
0,Questions of Mercy [article],"Garvey, Stephen P. (Cited 1033 times)","Ohio State Journal of Criminal Law , Vol. 4, Issue 2 (Spring 2007), pp. 321-328",5,na,16," Jurisprudence, Law and Society, Criminal Law and Procedure, Administration Law"
0,Moral Emotions of the Criminal Law [article],"Garvey, Stephen P. (Cited 1033 times)","QLR, Vol. 22, Issue 2 (2003), pp. 145-164",4,na,8," Criminal Law and Procedure, Law and Society, Psychiatry and Psychology, Jurisprudence, International Law, Law Enforcement and Corrections"
0,Reading Rosemond [comments],"Garvey, Stephen P. (Cited 1033 times)","Ohio State Journal of Criminal Law, Vol. 12, Issue 1 (Fall 2014), pp. 233-252",4,na,7," Criminal Law and Procedure, Sex Crimes"
0,Religion's Role in the Administration of the Death Penalty - Introduction [comments],"Garvey, Stephen P. (Cited 1033 times)","William & Mary Bill of Rights Journal, Vol. 9, Issue 1 (December 2000), pp. 29-30",1,na,9," Death, Religion, Education, Capital Punishment, Jewish Law, Punishment"
0,The Moral Emotions of the Criminal Law [article],"Garvey, Stephen P. (Cited 1033 times)","QLR, Vol. 22, Issue 1 (2003), pp. 89-108",1,na,7," Criminal Law and Procedure, Law and Society, Psychiatry and Psychology, Jurisprudence, International Law, Law Enforcement and Corrections"
0,The Cornell Death Penalty Project [article],"Blume, John H. (Cited 907 times); Johnson, Sheri Lynn (Cited 1948 times); Garvey, Stephen P. (Cited 1033 times)","Cornell Law Forum, Vol. 26, Issue 2 (November 1999), pp. 5-8",na,na,na," Criminal Law and Procedure, Sentencing, Judges, Women"
0,Are Housekeepers Like Judges [article],"Garvey, Stephen P. (Cited 1033 times)","Cornell Law Review, Vol. 82, Issue 5 , pp. 1039-1050",na,na,3," Judges, Climate Change, Wildlife, Animals, Environment"
0,Death Penalty Cases &(and) the First Amendment's Religion Clauses [article],"Simson, Gary J. (Cited 728 times); Garvey, Stephen P. (Cited 1033 times)","Cornell Law Forum, Vol. 29, Issue 2 (Winter 2002), pp. 7-10",na,na,1," Death, First Amendment, Religion, Education"
0,Agency and Insanity [article],"Garvey, Stephen P. (Cited 1033 times)","Buffalo Law Review, Vol. 66, Issue 1 (January 2018), pp. 123-192",na,na,144," Guilty but Mentally Ill, Criminal Law and Procedure, Insanity Defense, Proof"
0,A Hegelian Criminal Law [article],"Garvey, Stephen P. (Cited 1033 times)","University of Toronto Law Journal , Vol. 61, Issue 1 (Winter 2011), pp. 147-162",na,na,5," Criminal Law, Philosophy"
0,Tempering Justice with Compassion [comments],"Garvey, Stephen P. (Cited 1033 times)","Ohio State Journal of Criminal Law, Vol. 15, Issue 2 (Spring 2018), pp. 283-292",na,na,15," Biography, Legal Education, Criminal Law, Jurisprudence, Law and Society"
0,By Nature Equal: The Anatomy of a Western Insight [reviews],"Garvey, Stephen P. (Cited 1033 times)","Journal of Law and Religion, Vol. 16, Issue 2 (2001), pp. 661-666",na,na,na,na
