Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"Gaining/Losing Perspective on the Law, or Keeping Visual Evidence in Perspective [article]","Buccafusco, Christopher J. (Cited 590 times)",2361,"University of Miami Law Review, Vol. 58, Issue 2 (January 2004), pp. 609-652",58 U. Miami L. Rev. 609 (2003-2004),20,na,9,na
Making Sense of Intellectual Property Law [article],"Buccafusco, Christopher (Cited 590 times)",2361,"Cornell Law Review, Vol. 97, Issue 3 (March 2012), pp. 501-548",97 Cornell L. Rev. 501 (2011-2012),19,na,47,na
A Theory of Copyright Authorship [article],"Buccafusco, Christopher (Cited 590 times)",2361,"Virginia Law Review, Vol. 102, Issue 5 (September 2016), pp. 1229-1296",102 Va. L. Rev. 1229 (September 2016),19,na,99,na
Innovation and Incarceration: An Economic Analysis of Criminal Intellectual Property Law [article],"Buccafusco, Christopher (Cited 590 times); Masur, Jonathan S. (Cited 651 times)",2361,"Southern California Law Review, Vol. 87, Issue 2 (January 2014), pp. 275-334",87 S. Cal. L. Rev. 275 (2013-2014),16,na,28,na
The Moral Psychology of Copyright Infringement [article],"Buccafusco, Christopher (Cited 590 times); Fagundes, David (Cited 287 times)",2361,"Minnesota Law Review, Vol. 100, Issue 6 (June 2016), pp. 2433-2508",100 Minn. L. Rev. 2433 (2015-2016),11,na,45,na
Functionality Screens [article],"Buccafusco, Christopher (Cited 590 times); Lemley, Mark A. (Cited 14167 times)",2361,"Virginia Law Review, Vol. 103, Issue 7 (November 2017), pp. 1293-1378",103 Va. L. Rev. 1293 (2017),10,na,67,na
"Authorship and the Boundaries of Copyright: Ideas, Expressions, and Functions in Yoga, Choreography, and Other Works [article]","Buccafusco, Christopher (Cited 590 times)",2361,"Columbia Journal of Law & the Arts, Vol. 39, Issue 3 (2016), pp. 421-436",39 Colum. J.L. & Arts 421 (2015-2016),5,na,35,na
Fashion's Function in Intellectual Property Law [article],"Buccafusco, Christopher (Cited 590 times); Fromer, Jeanne C. (Cited 736 times)",2361,"Notre Dame Law Review, Vol. 93, Issue 1 (November 2017), pp. 51-108",93 Notre Dame L. Rev. 51 (2017-2018),5,na,98,na
Innovation Heuristics: Experiments on Sequential Creativity in Intellectual Property [article],"Bechtold, Stefan (Cited 66 times); Buccafusco, Christopher (Cited 590 times); Springman, Christopher Jon (Cited 4 times)",2361,"Indiana Law Journal, Vol. 91, Issue 4 (Summer 2016), pp. 1251-1308",91 Ind. L.J. 1251 (2015-2016),4,na,35,na
Intelligent Design [article],"Buccafusco, Christopher (Cited 590 times); Lemley, Mark A. (Cited 14167 times); Masur, Jonathan S. (Cited 651 times)",2361,"Duke Law Journal, Vol. 68, Issue 1 (October 2018), pp. 75-140",68 Duke L.J. 75 (2018-2019),4,na,na,na
Forgetting Functionality [comments],"Buccafusco, Christopher (Cited 590 times); Fromer, Jeanne C. (Cited 736 times)",2361,"University of Pennsylvania Law Review Online, Vol. 166, pp. 119-126",na,3,na,7,na
Copyright in the Kitchen: Exploring Protection for Recipes and Dishes [article],"Buccafusco, Christopher J. (Cited 590 times); Yellin, Jonathan (Cited 1 times)",2361,"Landslide, Vol. 9, Issue 1 (September/October 2016), pp. 44-48",9 Landslide 44 (2016-2017),1,na,2,na
The Nature of Sequential Innovation [article],"Buccafusco, Christopher (Cited 590 times); Bechtold, Stefan (Cited 66 times); Sprigman, Christopher Jon (Cited 125 times)",2361,"William & Mary Law Review, Vol. 59, Issue 1 (October 2017), pp. 1-80",59 Wm. & Mary L. Rev. 1 (2017-2018),1,na,41,na
Testing Tarnishment in Trademark and Copyright Law: The Effect of Pornographic Versions of Protected Marks and Works [article],"Buccafusco, Christopher (Cited 590 times); Heald, Paul J. (Cited 746 times); Bu, Wen (Cited 1 times)",2361,"Washington University Law Review, Vol. 94, Issue 2 (2016), pp. 341-422",94 Wash. U. L. Rev. 341 (2016-2017),1,na,8,na
Describing the Effect of Adaptation on Settlement [comments],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher (Cited 590 times); Masur, Jonathan (Cited 211 times)",2361,"Columbia Law Review Sidebar, Vol. 109, pp. 21-30",na,na,na,5,na
Unevenly Cooked: Raw Materials and Fair Use [reviews],"Buccafusco, Christopher J. (Cited 590 times)",2361,"Jotwell: The Journal of Things We Like (Lots), Vol. 2017, pp. 1-2",na,na,na,5,na
When Social Norms for Innovation Don't Maximize Social Welfare [reviews],"Buccafusco, Christopher J. (Cited 590 times)",2361,"Jotwell: The Journal of Things We Like (Lots), Vol. 2018, pp. 1-2",na,na,na,7,na
Analysing the Law's Effects on Human Well-Being: A Comparative Perspective [article],"Bronsteen, John (Cited 443 times); Buccafusco, Christopher (Cited 590 times); Masur, Jonathan S. (Cited 651 times)",2361,"Journal of Comparative Law, Vol. 13, Issue 2 (2018), pp. 2-20",na,na,na,na,na
The Design Patent Bar: An Occupational Licensing Failure [article] *new*,"Buccafusco, Christopher (Cited 590 times); Curtis, Jeanne C.",2361,"Cardozo Arts & Entertainment Law Journal, Vol. 37, Issue 2 (2019), pp. 263-298",37 Cardozo Arts & Ent. L.J. 263 (2019),na,na,na,na
"Discovery, Cannibalization, Or Both: How Digitization Affects Demand for Physical Copies [reviews]","Buccafusco, Christopher J. (Cited 590 times)",2361,"Jotwell: The Journal of Things We Like (Lots), Vol. 2019, pp. 1-2",na,na,na,na,na
